,seed_term,related_terms,source,decade
1262,bruinkool,energiewinning,trouw,1980
1263,bruinkool,verstookt,trouw,1980
1264,bruinkool,zwavelzuur,trouw,1980
1265,bruinkool,mergel,trouw,1980
1266,bruinkool,gasveld,trouw,1980
1267,stookolie,dieselolie,trouw,1980
1268,stookolie,gasolie,trouw,1980
1269,stookolie,kleinverbruikers,trouw,1980
1270,stookolie,grootverbruikers,trouw,1980
1271,stookolie,autogas,trouw,1980
1272,stookolie,huisbrandolie,trouw,1980
1273,stookolie,marktprijs,trouw,1980
1274,stookolie,richtprijs,trouw,1980
1275,stookolie,lpg,trouw,1980
1276,stookolie,kerosine,trouw,1980
1277,minerale oliën,,trouw,1980
1278,petroleum,oliemaatschappij,trouw,1980
1279,petroleum,olieconcern,trouw,1980
1280,petroleum,dochtermaatschappij,trouw,1980
1281,petroleum,werkmaatschappij,trouw,1980
1282,petroleum,meerderheidsbelang,trouw,1980
1283,petroleum,minderheidsbelang,trouw,1980
1284,petroleum,moedermaatschappij,trouw,1980
1285,petroleum,dochteronderneming,trouw,1980
1286,petroleum,staatsoliemaatschappij,trouw,1980
1287,petroleum,papierfabrieken,trouw,1980
1288,diesel,dieselolie,trouw,1980
1289,diesel,autogas,trouw,1980
1290,diesel,ongelode,trouw,1980
1291,diesel,dieselmotor,trouw,1980
1292,diesel,benzine,trouw,1980
1293,diesel,diesels,trouw,1980
1294,diesel,benzinemotor,trouw,1980
1295,diesel,superbenzine,trouw,1980
1296,diesel,katalysator,trouw,1980
1297,diesel,liter,trouw,1980
1298,paraffine,,trouw,1980
1299,vaseline,,trouw,1980
1300,aardgas,kleinverbruikers,trouw,1980
1301,aardgas,kolen,trouw,1980
1302,aardgas,steenkool,trouw,1980
1303,aardgas,elektriciteitscentrales,trouw,1980
1304,aardgas,winning,trouw,1980
1305,aardgas,elektriciteit,trouw,1980
1306,aardgas,brandstof,trouw,1980
1307,aardgas,verbruik,trouw,1980
1308,aardgas,gasreserves,trouw,1980
1309,aardgas,grootverbruikers,trouw,1980
1310,gasbuis,,trouw,1980
1311,aardgasnet,,trouw,1980
1312,Atoomkracht,,trouw,1980
1313,Atoomcentrale,,trouw,1980
1314,Atoomstroom,,trouw,1980
1315,Atoom-stroom,,trouw,1980
1316,Atoomenergie,,trouw,1980
1317,Uranium,,trouw,1980
1318,nucleair,nucleaire,trouw,1980
1319,nucleair,atoomwapens,trouw,1980
1320,nucleair,plutonium,trouw,1980
1321,nucleair,arsenalen,trouw,1980
1322,nucleair,kernwapen,trouw,1980
1323,nucleair,wapenarsenaal,trouw,1980
1324,nucleair,wapensystemen,trouw,1980
1325,nucleair,opwerkingsfabriek,trouw,1980
1326,nucleair,vredestijd,trouw,1980
1327,nucleair,stationeren,trouw,1980
1328,kerncentrale,kerncentrales,trouw,1980
1329,kerncentrale,opwerkingsfabriek,trouw,1980
1330,kerncentrale,kernreactor,trouw,1980
1331,kerncentrale,reactor,trouw,1980
1332,kerncentrale,reactoren,trouw,1980
1333,kerncentrale,centrales,trouw,1980
1334,kerncentrale,industrieterrein,trouw,1980
1335,kerncentrale,opslagplaats,trouw,1980
1336,kerncentrale,kernenergie,trouw,1980
1337,kerncentrale,vuilverbranding,trouw,1980
1338,Kernsplitsing,,trouw,1980
1339,Kernsplijting,,trouw,1980
1340,kernfusie,zonnewarmte,trouw,1980
1341,kernfusie,energiebron,trouw,1980
1342,kernfusie,waterkracht,trouw,1980
1343,kernfusie,methaan,trouw,1980
1344,kernfusie,reststof,trouw,1980
1345,kernfusie,fotosynthese,trouw,1980
1346,kernfusie,energiebronnen,trouw,1980
1347,kernfusie,energiewinning,trouw,1980
1348,kernfusie,helium,trouw,1980
1349,kernfusie,terugwinning,trouw,1980
1350,Kernenergetisch,,trouw,1980
1351,Kernenergie,,trouw,1980
1352,Kernenergiecentrale,,trouw,1980
1353,Kernbrandstof,,trouw,1980
1354,Kern-energie-produktie,,trouw,1980
1355,Windkracht,,trouw,1980
1356,Windenergie,,trouw,1980
1357,Windenergiebranche,,trouw,1980
1358,windturbine,kolenvergasser,trouw,1980
1359,windturbine,sloopafval,trouw,1980
1360,windturbine,windturbines,trouw,1980
1361,windturbine,windmolen,trouw,1980
1362,windturbine,kolencentrale,trouw,1980
1363,windturbine,ontzwavelen,trouw,1980
1364,windturbine,gebaggerd,trouw,1980
1365,windturbine,woongebouw,trouw,1980
1366,windturbine,vissershaven,trouw,1980
1367,windturbine,afvoert,trouw,1980
1368,windstroom,,trouw,1980
1369,Zonne-energie,,trouw,1980
1370,Zonnewarmte,,trouw,1980
1371,zonnestraling,trog,trouw,1980
1372,zonnestraling,luchtsoort,trouw,1980
1373,zonnestraling,oostenwind,trouw,1980
1374,zonnestraling,bovenlucht,trouw,1980
1375,zonnestraling,mistbanken,trouw,1980
1376,zonnestraling,afkoeling,trouw,1980
1377,zonnestraling,instraling,trouw,1980
1378,zonnestraling,frontje,trouw,1980
1379,zonnestraling,onstabiel,trouw,1980
1380,zonnestraling,onbestendig,trouw,1980
1381,geothermische energie (aardwarmte),,trouw,1980
1382,waterkracht,aardwarmte,trouw,1980
1383,waterkracht,spaarbekken,trouw,1980
1384,waterkracht,windenergie,trouw,1980
1385,waterkracht,energiedragers,trouw,1980
1386,waterkracht,tritium,trouw,1980
1387,waterkracht,gestookte,trouw,1980
1388,waterkracht,energiewinning,trouw,1980
1389,waterkracht,delfstoffen,trouw,1980
1390,waterkracht,biogas,trouw,1980
1391,waterkracht,zuiveringsslib,trouw,1980
1392,Waterkrachtcentrale,,trouw,1980
1393,Waterkrachtwerken,,trouw,1980
1394,Waterstof,,trouw,1980
1395,Waterstofenergie,,trouw,1980
1396,hydroturbine,,trouw,1980
1397,Getijden-energie,,trouw,1980
1398,Ethanol-produktie,,trouw,1980
1399,Ethanol,,trouw,1980
1400,Esso,,trouw,1980
1401,Shell,,trouw,1980
1402,UNIPEDE,,trouw,1980
1403,Internationale Unie elektriciteitsproducenten,,trouw,1980
1404,De Stichting Natuur en Milieu,,trouw,1980
1405,IEA,,trouw,1980
1406,Internationale Energie Agentschap,,trouw,1980
1407,IAEA,,trouw,1980
1408,Internationale Atoomenergie Agentschap,,trouw,1980
1409,milieuproblemen,milieuverontreiniging,trouw,1980
1410,milieuproblemen,milieuvervuiling,trouw,1980
1411,milieuproblemen,milieuproblematiek,trouw,1980
1412,milieuproblemen,milieuprobleem,trouw,1980
1413,milieuproblemen,afvalprobleem,trouw,1980
1414,milieuproblemen,werkloosheidsprobleem,trouw,1980
1415,milieuproblemen,energievoorziening,trouw,1980
1416,milieuproblemen,energieverbruik,trouw,1980
1417,milieuproblemen,industrialisatie,trouw,1980
1418,milieuproblemen,verzuring,trouw,1980
1419,Milieunormen,,trouw,1980
1420,Milieubeweging,,trouw,1980
1421,Milieu-aspecten,,trouw,1980
1422,milieueffecten,,trouw,1980
1423,Milieumaatregelen,,trouw,1980
1424,Milieuvriendelijk,,trouw,1980
1425,Milieubeleid,,trouw,1980
1426,milieuoogpunt,,trouw,1980
1427,koolzuur,zuurstof,trouw,1980
1428,koolzuur,fosfor,trouw,1980
1429,koolzuur,verdampen,trouw,1980
1430,koolzuur,methaan,trouw,1980
1431,koolzuur,magnesium,trouw,1980
1432,koolzuur,druppeltjes,trouw,1980
1433,koolzuur,regenwater,trouw,1980
1434,koolzuur,voedingsstoffen,trouw,1980
1435,koolzuur,zouten,trouw,1980
1436,koolzuur,zoutzuur,trouw,1980
1437,koolzuurgas,magnesium,trouw,1980
1438,koolzuurgas,reststof,trouw,1980
1439,koolzuurgas,isolatiemateriaal,trouw,1980
1440,koolzuurgas,ophoping,trouw,1980
1441,koolzuurgas,condensatie,trouw,1980
1442,koolzuurgas,geisers,trouw,1980
1443,koolzuurgas,steenwol,trouw,1980
1444,koolzuurgas,gehaltes,trouw,1980
1445,koolzuurgas,kalium,trouw,1980
1446,koolzuurgas,warmtewisselaar,trouw,1980
1447,stikstofdioxide,zuurstofgehalte,trouw,1980
1448,stikstofdioxide,gehaltes,trouw,1980
1449,stikstofdioxide,stroomsnelheid,trouw,1980
1450,stikstofdioxide,stofdeeltjes,trouw,1980
1451,stikstofdioxide,ultraviolette,trouw,1980
1452,stikstofdioxide,ozon,trouw,1980
1453,stikstofdioxide,zoutgehalte,trouw,1980
1454,stikstofdioxide,koolmonoxide,trouw,1980
1455,stikstofdioxide,uitspoeling,trouw,1980
1456,stikstofdioxide,stralingsniveau,trouw,1980
1457,zwaveldioxide,stikstofoxiden,trouw,1980
1458,zwaveldioxide,uitworp,trouw,1980
1459,zwaveldioxide,ammoniak,trouw,1980
1460,zwaveldioxide,uitstoot,trouw,1980
1461,zwaveldioxide,kooldioxide,trouw,1980
1462,zwaveldioxide,koolmonoxide,trouw,1980
1463,zwaveldioxide,zwavel,trouw,1980
1464,zwaveldioxide,koolwaterstoffen,trouw,1980
1465,zwaveldioxide,rookgassen,trouw,1980
1466,zwaveldioxide,radioactiviteit,trouw,1980
1467,isolatie,ventilatie,trouw,1980
1468,isolatie,leegstand,trouw,1980
1469,isolatie,complexen,trouw,1980
1470,isolatie,woningbestand,trouw,1980
1471,isolatie,formaldehyde,trouw,1980
1472,isolatie,betaalbare,trouw,1980
1473,isolatie,geluidsisolatie,trouw,1980
1474,isolatie,nieuwbouwwoningen,trouw,1980
1475,isolatie,spaanplaat,trouw,1980
1476,isolatie,tweepersoonshuishoudens,trouw,1980
1477,Rookgassen,,trouw,1980
1478,verzuring,luchtverontreiniging,trouw,1980
1479,verzuring,vervuiling,trouw,1980
1480,verzuring,overbemesting,trouw,1980
1481,verzuring,ammoniak,trouw,1980
1482,verzuring,ontbossing,trouw,1980
1483,verzuring,uitworp,trouw,1980
1484,verzuring,grondwater,trouw,1980
1485,verzuring,broeikaseffect,trouw,1980
1486,verzuring,uitstoot,trouw,1980
1487,verzuring,zwaveldioxide,trouw,1980
1488,Zuinig,,trouw,1980
1489,vervuilde,verontreinigde,trouw,1980
1490,vervuilde,verontreinigd,trouw,1980
1491,vervuilde,afgraven,trouw,1980
1492,vervuilde,slib,trouw,1980
1493,vervuilde,vervuild,trouw,1980
1494,vervuilde,afgegraven,trouw,1980
1495,vervuilde,grondwater,trouw,1980
1496,vervuilde,baggerspecie,trouw,1980
1497,vervuilde,gereinigd,trouw,1980
1498,vervuilde,bagger,trouw,1980
1499,niet-vervuilde,,trouw,1980
1500,luchtvervuiling,luchtverontreiniging,trouw,1980
1501,luchtvervuiling,verstedelijking,trouw,1980
1502,luchtvervuiling,smog,trouw,1980
1503,luchtvervuiling,overbemesting,trouw,1980
1504,luchtvervuiling,verzuring,trouw,1980
1505,luchtvervuiling,geluidsoverlast,trouw,1980
1506,luchtvervuiling,milieuverontreiniging,trouw,1980
1507,luchtvervuiling,broeikaseffect,trouw,1980
1508,luchtvervuiling,ontbossing,trouw,1980
1509,luchtvervuiling,autoverkeer,trouw,1980
1510,luchtverontreiniging,verzuring,trouw,1980
1511,luchtverontreiniging,uitworp,trouw,1980
1512,luchtverontreiniging,stikstofoxiden,trouw,1980
1513,luchtverontreiniging,uitstoot,trouw,1980
1514,luchtverontreiniging,smog,trouw,1980
1515,luchtverontreiniging,overbemesting,trouw,1980
1516,luchtverontreiniging,vervuiling,trouw,1980
1517,luchtverontreiniging,ammoniak,trouw,1980
1518,luchtverontreiniging,oppervlaktewater,trouw,1980
1519,luchtverontreiniging,verontreiniging,trouw,1980
1520,energieverbruik,afname,trouw,1980
1521,energieverbruik,besparingen,trouw,1980
1522,energieverbruik,verbruik,trouw,1980
1523,energieverbruik,energiebesparing,trouw,1980
1524,energieverbruik,autogebruik,trouw,1980
1525,energieverbruik,uitworp,trouw,1980
1526,energieverbruik,energiekosten,trouw,1980
1527,energieverbruik,stroomverbruik,trouw,1980
1528,energieverbruik,windenergie,trouw,1980
1529,energieverbruik,uitstoot,trouw,1980
1530,electriciteitsverbruik,,trouw,1980
1531,energieverspilling,,trouw,1980
1532,isolatie,ventilatie,trouw,1980
1533,isolatie,leegstand,trouw,1980
1534,isolatie,complexen,trouw,1980
1535,isolatie,woningbestand,trouw,1980
1536,isolatie,formaldehyde,trouw,1980
1537,isolatie,betaalbare,trouw,1980
1538,isolatie,geluidsisolatie,trouw,1980
1539,isolatie,nieuwbouwwoningen,trouw,1980
1540,isolatie,spaanplaat,trouw,1980
1541,isolatie,tweepersoonshuishoudens,trouw,1980
1542,energieverslindend,,trouw,1980
1543,heffing,heffingen,trouw,1980
1544,heffing,motorrijtuigenbelasting,trouw,1980
1545,heffing,wegenbelasting,trouw,1980
1546,heffing,accijnzen,trouw,1980
1547,heffing,aftrekpost,trouw,1980
1548,heffing,vermogensbelasting,trouw,1980
1549,heffing,tariefsverhoging,trouw,1980
1550,heffing,superheffing,trouw,1980
1551,heffing,vennootschapsbelasting,trouw,1980
1552,heffing,omzetbelasting,trouw,1980
1553,Broeikaseffect,,trouw,1980
1554,broeikas-effect,,trouw,1980
1555,broeikasgassen,zeespiegelstijging,trouw,1980
1556,broeikasgassen,zuurstofgehalte,trouw,1980
1557,broeikasgassen,ozonconcentraties,trouw,1980
1558,broeikasgassen,condensatie,trouw,1980
1559,broeikasgassen,sjekel,trouw,1980
1560,broeikasgassen,fotochemische,trouw,1980
1561,broeikasgassen,terugdraait,trouw,1980
1562,broeikasgassen,methaan,trouw,1980
1563,broeikasgassen,stroomgaten,trouw,1980
1564,broeikasgassen,spoelwater,trouw,1980
1565,Energiebesparingsmogelijkheden,,trouw,1980
1566,CO2-uitstoot,,trouw,1980
1567,wereldklimaat,,trouw,1980
1568,duurzaam,rationeel,trouw,1960
1569,duurzaam,rechtvaardiger,trouw,1960
1570,duurzaam,bijdraagt,trouw,1960
1571,duurzaam,effectief,trouw,1960
1572,duurzaam,doelmatiger,trouw,1960
1573,duurzaam,ondernemingsgewijze,trouw,1960
1574,duurzaam,inkomensverdeling,trouw,1960
1575,duurzaam,subsidiebeleid,trouw,1960
1576,duurzaam,onteigening,trouw,1960
1577,duurzaam,belastingstelsel,trouw,1960
1578,extractie,,trouw,1960
1579,winning,aardolie,trouw,1960
1580,winning,raffinaderijen,trouw,1960
1581,winning,exploratie,trouw,1960
1582,winning,gaswinning,trouw,1960
1583,winning,aardgas,trouw,1960
1584,winning,boringen,trouw,1960
1585,winning,energiebron,trouw,1960
1586,winning,caprolactam,trouw,1960
1587,winning,steenkolen,trouw,1960
1588,winning,gashaarden,trouw,1960
1589,exploratie,aardolie,trouw,1960
1590,exploratie,raffinaderijen,trouw,1960
1591,exploratie,dochtermaatschappij,trouw,1960
1592,exploratie,proefboringen,trouw,1960
1593,exploratie,steenkolen,trouw,1960
1594,exploratie,dochteronderneming,trouw,1960
1595,exploratie,scheepvaartmaatschappijen,trouw,1960
1596,exploratie,raffinage,trouw,1960
1597,exploratie,petrochemische,trouw,1960
1598,exploratie,werkmaatschappij,trouw,1960
1599,concessie,concessies,trouw,1960
1600,concessie,garanties,trouw,1960
1601,concessie,machtiging,trouw,1960
1602,concessie,landingsrechten,trouw,1960
1603,concessie,garantie,trouw,1960
1604,concessie,vergunningen,trouw,1960
1605,concessie,zeggenschap,trouw,1960
1606,concessie,toezegging,trouw,1960
1607,concessie,schadeloosstelling,trouw,1960
1608,concessie,zelfbeschikkingsrecht,trouw,1960
1609,Energievoorziening,,trouw,1960
1610,energiewinning,,trouw,1960
1611,energiebehoefte,kostenfactor,trouw,1960
1612,energiebehoefte,staatsgasbedrijf,trouw,1960
1613,energiebehoefte,lijnennet,trouw,1960
1614,energiebehoefte,wereldexport,trouw,1960
1615,energiebehoefte,stadsgas,trouw,1960
1616,energiebehoefte,spoorbreedte,trouw,1960
1617,energiebehoefte,nieuwbouwprogramma,trouw,1960
1618,energiebehoefte,smelter,trouw,1960
1619,energiebehoefte,verwerkingskosten,trouw,1960
1620,energiebehoefte,energiebehoeften,trouw,1960
1621,elektriciteitsopwekking,kartonnage,trouw,1960
1622,elektriciteitsopwekking,bruinkoolbriketten,trouw,1960
1623,elektriciteitsopwekking,gasbenzine,trouw,1960
1624,elektriciteitsopwekking,smelter,trouw,1960
1625,elektriciteitsopwekking,termijnnoteringen,trouw,1960
1626,elektriciteitsopwekking,oblie,trouw,1960
1627,elektriciteitsopwekking,verzekeringsportefeuille,trouw,1960
1628,elektriciteitsopwekking,cumulatieve,trouw,1960
1629,elektriciteitsopwekking,vismeel,trouw,1960
1630,elektriciteitsopwekking,winstgevendheid,trouw,1960
1631,energieleverancier,,trouw,1960
1632,energievraagstuk,,trouw,1960
1633,conventionele energie,,trouw,1960
1634,conventioneel vermogen,,trouw,1960
1635,kolencrisis,,trouw,1960
1636,kolenindustrie,kapitaalinvesteringen,trouw,1960
1637,kolenindustrie,staatsbanken,trouw,1960
1638,kolenindustrie,stimuleringsbeleid,trouw,1960
1639,kolenindustrie,staalfabrikanten,trouw,1960
1640,kolenindustrie,sprongsgewijze,trouw,1960
1641,kolenindustrie,bouwindustrie,trouw,1960
1642,kolenindustrie,crisisperiode,trouw,1960
1643,kolenindustrie,betalingsbalanstekort,trouw,1960
1644,kolenindustrie,investeringsuitgaven,trouw,1960
1645,kolenindustrie,arbeidsconflict,trouw,1960
1646,kolenwinning,havendammen,trouw,1960
1647,kolenwinning,afzetmarkt,trouw,1960
1648,kolenwinning,capaciteitsvergroting,trouw,1960
1649,kolenwinning,nieuwbouwprogramma,trouw,1960
1650,kolenwinning,prijsmechanisme,trouw,1960
1651,kolenwinning,overplanting,trouw,1960
1652,kolenwinning,grondstoffenvoorziening,trouw,1960
1653,kolenwinning,industrialisatiepolitiek,trouw,1960
1654,kolenwinning,mijnbedrijven,trouw,1960
1655,kolenwinning,termijnnoteringen,trouw,1960
1656,zwarte goud,,trouw,1960
1657,slurrie,,trouw,1960
1658,bruinkool,bruinkoolbriketten,trouw,1960
1659,bruinkool,vismeel,trouw,1960
1660,bruinkool,termijnnoteringen,trouw,1960
1661,bruinkool,tolueen,trouw,1960
1662,bruinkool,xyleen,trouw,1960
1663,bruinkool,stijfsel,trouw,1960
1664,bruinkool,tabaksartikelen,trouw,1960
1665,bruinkool,verkoopopbrengst,trouw,1960
1666,bruinkool,ruwstaal,trouw,1960
1667,bruinkool,wagonladingen,trouw,1960
1668,stookolie,minerale,trouw,1960
1669,stookolie,huisbrandolie,trouw,1960
1670,stookolie,dieselolie,trouw,1960
1671,stookolie,gasolie,trouw,1960
1672,stookolie,ertsen,trouw,1960
1673,stookolie,zwavel,trouw,1960
1674,stookolie,veevoeder,trouw,1960
1675,stookolie,vaten,trouw,1960
1676,stookolie,kunstmest,trouw,1960
1677,stookolie,vloeibaar,trouw,1960
1678,minerale oliën,,trouw,1960
1679,petroleum,hoogovens,trouw,1960
1680,petroleum,koerswinst,trouw,1960
1681,petroleum,avance,trouw,1960
1682,petroleum,ongeanimeerd,trouw,1960
1683,petroleum,nabeurs,trouw,1960
1684,petroleum,slotkoers,trouw,1960
1685,petroleum,voorbeurs,trouw,1960
1686,petroleum,koer,trouw,1960
1687,petroleum,brokkelde,trouw,1960
1688,petroleum,slotkoersen,trouw,1960
1689,diesel,accu,trouw,1960
1690,diesel,chassis,trouw,1960
1691,diesel,veestallen,trouw,1960
1692,diesel,locomotieven,trouw,1960
1693,diesel,propaangas,trouw,1960
1694,diesel,stuurinrichting,trouw,1960
1695,diesel,geassembleerd,trouw,1960
1696,diesel,opleggers,trouw,1960
1697,diesel,ajb,trouw,1960
1698,diesel,cilinder,trouw,1960
1699,paraffine,,trouw,1960
1700,vaseline,,trouw,1960
1701,aardgas,aardolie,trouw,1960
1702,aardgas,stadsgas,trouw,1960
1703,aardgas,raffinaderijen,trouw,1960
1704,aardgas,gasbel,trouw,1960
1705,aardgas,aangeboord,trouw,1960
1706,aardgas,energiebron,trouw,1960
1707,aardgas,winning,trouw,1960
1708,aardgas,pijpleiding,trouw,1960
1709,aardgas,raffinaderij,trouw,1960
1710,aardgas,elektriciteit,trouw,1960
1711,gasbuis,waterlijn,trouw,1960
1712,gasbuis,omviel,trouw,1960
1713,gasbuis,bovenleiding,trouw,1960
1714,gasbuis,afgeschermde,trouw,1960
1715,gasbuis,dragline,trouw,1960
1716,gasbuis,hoofdkraan,trouw,1960
1717,gasbuis,baggermolen,trouw,1960
1718,gasbuis,kribben,trouw,1960
1719,gasbuis,hoogspanningskabel,trouw,1960
1720,gasbuis,butagas,trouw,1960
1721,aardgasnet,elektriciteitsnet,trouw,1960
1722,aardgasnet,aardgasleiding,trouw,1960
1723,aardgasnet,waterleidingnet,trouw,1960
1724,aardgasnet,buizennet,trouw,1960
1725,aardgasnet,nevenvestiging,trouw,1960
1726,aardgasnet,corporaties,trouw,1960
1727,aardgasnet,bouwkas,trouw,1960
1728,aardgasnet,ververij,trouw,1960
1729,aardgasnet,persleiding,trouw,1960
1730,aardgasnet,nieuwbouwplannen,trouw,1960
1731,Atoomkracht,,trouw,1960
1732,Atoomcentrale,,trouw,1960
1733,Atoomstroom,,trouw,1960
1734,Atoom-stroom,,trouw,1960
1735,Atoomenergie,,trouw,1960
1736,Uranium,,trouw,1960
1737,nucleair,uitzaaiing,trouw,1960
1738,nucleair,veiligheidssysteem,trouw,1960
1739,nucleair,nucleaire,trouw,1960
1740,nucleair,bondgenootschappen,trouw,1960
1741,nucleair,gedemilitariseerd,trouw,1960
1742,nucleair,atomaire,trouw,1960
1743,nucleair,subversie,trouw,1960
1744,nucleair,buffer,trouw,1960
1745,nucleair,wereldmachten,trouw,1960
1746,nucleair,oorlogsgevaar,trouw,1960
1747,kerncentrale,megawatt,trouw,1960
1748,kerncentrale,kernenergiecentrale,trouw,1960
1749,kerncentrale,thermische,trouw,1960
1750,kerncentrale,ombouw,trouw,1960
1751,kerncentrale,kernreactoren,trouw,1960
1752,kerncentrale,opslagcapaciteit,trouw,1960
1753,kerncentrale,generatoren,trouw,1960
1754,kerncentrale,winkelpanden,trouw,1960
1755,kerncentrale,assemblage,trouw,1960
1756,kerncentrale,kernenergiecentrales,trouw,1960
1757,Kernsplitsing,,trouw,1960
1758,Kernsplijting,,trouw,1960
1759,kernfusie,,trouw,1960
1760,Kernenergetisch,,trouw,1960
1761,Kernenergie,,trouw,1960
1762,Kernenergiecentrale,,trouw,1960
1763,Kernbrandstof,,trouw,1960
1764,Kern-energie-produktie,,trouw,1960
1765,Windkracht,,trouw,1960
1766,Windenergie,,trouw,1960
1767,Windenergiebranche,,trouw,1960
1768,windturbine,,trouw,1960
1769,windstroom,,trouw,1960
1770,Zonne-energie,,trouw,1960
1771,Zonnewarmte,,trouw,1960
1772,zonnestraling,vochtigheid,trouw,1960
1773,zonnestraling,schokgolven,trouw,1960
1774,zonnestraling,radioverkeer,trouw,1960
1775,zonnestraling,onstabiliteit,trouw,1960
1776,zonnestraling,verontreinigen,trouw,1960
1777,zonnestraling,vochtigheidsgraad,trouw,1960
1778,zonnestraling,vochtgehalte,trouw,1960
1779,zonnestraling,temperatuurdaling,trouw,1960
1780,zonnestraling,hydraulisch,trouw,1960
1781,zonnestraling,zonnecellen,trouw,1960
1782,geothermische energie (aardwarmte),,trouw,1960
1783,waterkracht,,trouw,1960
1784,Waterkrachtcentrale,,trouw,1960
1785,Waterkrachtwerken,,trouw,1960
1786,Waterstof,,trouw,1960
1787,Waterstofenergie,,trouw,1960
1788,hydroturbine,,trouw,1960
1789,Getijden-energie,,trouw,1960
1790,Ethanol-produktie,,trouw,1960
1791,Ethanol,,trouw,1960
1792,Esso,,trouw,1960
1793,Shell,,trouw,1960
1794,UNIPEDE,,trouw,1960
1795,Internationale Unie elektriciteitsproducenten,,trouw,1960
1796,De Stichting Natuur en Milieu,,trouw,1960
1797,IEA,,trouw,1960
1798,Internationale Energie Agentschap,,trouw,1960
1799,IAEA,,trouw,1960
1800,Internationale Atoomenergie Agentschap,,trouw,1960
1801,milieuproblemen,,trouw,1960
1802,Milieunormen,,trouw,1960
1803,Milieubeweging,,trouw,1960
1804,Milieu-aspecten,,trouw,1960
1805,milieueffecten,,trouw,1960
1806,Milieumaatregelen,,trouw,1960
1807,Milieuvriendelijk,,trouw,1960
1808,Milieubeleid,,trouw,1960
1809,milieuoogpunt,,trouw,1960
1810,koolzuur,chloor,trouw,1960
1811,koolzuur,ertsen,trouw,1960
1812,koolzuur,stikstof,trouw,1960
1813,koolzuur,gekoelde,trouw,1960
1814,koolzuur,vloeibare,trouw,1960
1815,koolzuur,veevoeder,trouw,1960
1816,koolzuur,glucose,trouw,1960
1817,koolzuur,kunstmeststoffen,trouw,1960
1818,koolzuur,zeetransport,trouw,1960
1819,koolzuur,boorplatform,trouw,1960
1820,koolzuurgas,cyclamen,trouw,1960
1821,koolzuurgas,wagonladingen,trouw,1960
1822,koolzuurgas,levertraan,trouw,1960
1823,koolzuurgas,tankstations,trouw,1960
1824,koolzuurgas,verversen,trouw,1960
1825,koolzuurgas,vochtigheidsgraad,trouw,1960
1826,koolzuurgas,kippengaas,trouw,1960
1827,koolzuurgas,vislucht,trouw,1960
1828,koolzuurgas,betonijzer,trouw,1960
1829,koolzuurgas,poedersuiker,trouw,1960
1830,stikstofdioxide,,trouw,1960
1831,zwaveldioxide,,trouw,1960
1832,isolatie,hydraulisch,trouw,1960
1833,isolatie,thermische,trouw,1960
1834,isolatie,vloeistoffen,trouw,1960
1835,isolatie,koelwater,trouw,1960
1836,isolatie,koeling,trouw,1960
1837,isolatie,zonnestraling,trouw,1960
1838,isolatie,laadruimte,trouw,1960
1839,isolatie,ventilatie,trouw,1960
1840,isolatie,actieradius,trouw,1960
1841,isolatie,vloeibare,trouw,1960
1842,Rookgassen,,trouw,1960
1843,verzuring,,trouw,1960
1844,Zuinig,,trouw,1960
1845,vervuilde,omviel,trouw,1960
1846,vervuilde,brandvrije,trouw,1960
1847,vervuilde,kapotgeslagen,trouw,1960
1848,vervuilde,modderig,trouw,1960
1849,vervuilde,avondspits,trouw,1960
1850,vervuilde,dompelen,trouw,1960
1851,vervuilde,weggespoeld,trouw,1960
1852,vervuilde,hoogspanningskabel,trouw,1960
1853,vervuilde,tafelkleden,trouw,1960
1854,vervuilde,verpachte,trouw,1960
1855,niet-vervuilde,,trouw,1960
1856,luchtvervuiling,luchtverontreiniging,trouw,1960
1857,luchtvervuiling,tandbederf,trouw,1960
1858,luchtvervuiling,overbesteding,trouw,1960
1859,luchtvervuiling,kernreactoren,trouw,1960
1860,luchtvervuiling,vervuiling,trouw,1960
1861,luchtvervuiling,havenbedrijven,trouw,1960
1862,luchtvervuiling,prijsinflatie,trouw,1960
1863,luchtvervuiling,watervervuiling,trouw,1960
1864,luchtvervuiling,bestrijdingsmiddelen,trouw,1960
1865,luchtvervuiling,structuurwijzigingen,trouw,1960
1866,luchtverontreiniging,verontreiniging,trouw,1960
1867,luchtverontreiniging,vervuiling,trouw,1960
1868,luchtverontreiniging,verzilting,trouw,1960
1869,luchtverontreiniging,luchtvervuiling,trouw,1960
1870,luchtverontreiniging,geluidshinder,trouw,1960
1871,luchtverontreiniging,drinkwatervoorziening,trouw,1960
1872,luchtverontreiniging,afvalwater,trouw,1960
1873,luchtverontreiniging,ziekteverzuim,trouw,1960
1874,luchtverontreiniging,drinkwater,trouw,1960
1875,luchtverontreiniging,tandbederf,trouw,1960
1876,energieverbruik,kredietvolume,trouw,1960
1877,energieverbruik,arbeidsproductiviteit,trouw,1960
1878,energieverbruik,autoverkoop,trouw,1960
1879,energieverbruik,wereldexport,trouw,1960
1880,energieverbruik,procentueel,trouw,1960
1881,energieverbruik,autobezit,trouw,1960
1882,energieverbruik,bierverbruik,trouw,1960
1883,energieverbruik,wereldvoorraden,trouw,1960
1884,energieverbruik,hypotheekportefeuille,trouw,1960
1885,energieverbruik,werkloosheidspercentage,trouw,1960
